,Id_Pos,Estado_Pos,Puntaje_Pos,Id_Exa,Id_Car,Id_Us,CC_As
20,9743bd3a-74f6-11ed-a0be-0242ac1c000c,Inactivo,597,991d4e14-74f6-11ed-a0be-0242ac1c000c,993b05f8-74f6-11ed-a0be-0242ac1c000c,992c8122-74f6-11ed-a0be-0242ac1c000c,1391701815
21,9743bd9e-74f6-11ed-a0be-0242ac1c000c,Activo,497,991d4e8c-74f6-11ed-a0be-0242ac1c000c,993b068e-74f6-11ed-a0be-0242ac1c000c,992c81a4-74f6-11ed-a0be-0242ac1c000c,2493049579
22,9743be02-74f6-11ed-a0be-0242ac1c000c,Inactivo,831,991d4f0e-74f6-11ed-a0be-0242ac1c000c,993b0724-74f6-11ed-a0be-0242ac1c000c,992c8226-74f6-11ed-a0be-0242ac1c000c,551779487
23,9743be70-74f6-11ed-a0be-0242ac1c000c,Inactivo,444,991d4f90-74f6-11ed-a0be-0242ac1c000c,993b07b0-74f6-11ed-a0be-0242ac1c000c,992c8334-74f6-11ed-a0be-0242ac1c000c,1550380595
24,9743befc-74f6-11ed-a0be-0242ac1c000c,Inactivo,670,991d501c-74f6-11ed-a0be-0242ac1c000c,993b0846-74f6-11ed-a0be-0242ac1c000c,992c847e-74f6-11ed-a0be-0242ac1c000c,1423809063
25,9743bf88-74f6-11ed-a0be-0242ac1c000c,Inactivo,743,991d50a8-74f6-11ed-a0be-0242ac1c000c,993b08d2-74f6-11ed-a0be-0242ac1c000c,992c8514-74f6-11ed-a0be-0242ac1c000c,2429643915
26,9743c500-74f6-11ed-a0be-0242ac1c000c,Activo,420,991d512a-74f6-11ed-a0be-0242ac1c000c,993b0968-74f6-11ed-a0be-0242ac1c000c,992c85aa-74f6-11ed-a0be-0242ac1c000c,861568447
27,9743c6ae-74f6-11ed-a0be-0242ac1c000c,Activo,496,991d51b6-74f6-11ed-a0be-0242ac1c000c,993b09fe-74f6-11ed-a0be-0242ac1c000c,992c86f4-74f6-11ed-a0be-0242ac1c000c,1654339949
28,9743c76c-74f6-11ed-a0be-0242ac1c000c,Activo,713,991d5242-74f6-11ed-a0be-0242ac1c000c,993b0a94-74f6-11ed-a0be-0242ac1c000c,992c878a-74f6-11ed-a0be-0242ac1c000c,1209024122
29,9743c7da-74f6-11ed-a0be-0242ac1c000c,Activo,714,991d52ce-74f6-11ed-a0be-0242ac1c000c,993b0b20-74f6-11ed-a0be-0242ac1c000c,992c882a-74f6-11ed-a0be-0242ac1c000c,786981765
30,9743c834-74f6-11ed-a0be-0242ac1c000c,Activo,602,991d535a-74f6-11ed-a0be-0242ac1c000c,993b0bca-74f6-11ed-a0be-0242ac1c000c,992c88c0-74f6-11ed-a0be-0242ac1c000c,1587584526
31,9743c8a2-74f6-11ed-a0be-0242ac1c000c,Inactivo,606,991d53dc-74f6-11ed-a0be-0242ac1c000c,993b0c56-74f6-11ed-a0be-0242ac1c000c,992c8a00-74f6-11ed-a0be-0242ac1c000c,1954497334
32,9743c906-74f6-11ed-a0be-0242ac1c000c,Activo,405,991d5468-74f6-11ed-a0be-0242ac1c000c,993b0cec-74f6-11ed-a0be-0242ac1c000c,992c8a96-74f6-11ed-a0be-0242ac1c000c,2376534829
33,9743c96a-74f6-11ed-a0be-0242ac1c000c,Inactivo,784,991d54fe-74f6-11ed-a0be-0242ac1c000c,993b0d78-74f6-11ed-a0be-0242ac1c000c,992c9a4a-74f6-11ed-a0be-0242ac1c000c,1845188325
34,9743c9c4-74f6-11ed-a0be-0242ac1c000c,Inactivo,408,991d5580-74f6-11ed-a0be-0242ac1c000c,993b0e04-74f6-11ed-a0be-0242ac1c000c,992c9be4-74f6-11ed-a0be-0242ac1c000c,946931131
35,9743ca1e-74f6-11ed-a0be-0242ac1c000c,Activo,770,991d5602-74f6-11ed-a0be-0242ac1c000c,993b0e9a-74f6-11ed-a0be-0242ac1c000c,992c9d4c-74f6-11ed-a0be-0242ac1c000c,408762019
36,9743ca82-74f6-11ed-a0be-0242ac1c000c,Inactivo,719,991d5698-74f6-11ed-a0be-0242ac1c000c,993b0f3a-74f6-11ed-a0be-0242ac1c000c,992c9e00-74f6-11ed-a0be-0242ac1c000c,1844842286
37,9743cadc-74f6-11ed-a0be-0242ac1c000c,Inactivo,656,991d5724-74f6-11ed-a0be-0242ac1c000c,993b0fd0-74f6-11ed-a0be-0242ac1c000c,992c9e8c-74f6-11ed-a0be-0242ac1c000c,1361306608
38,9743cb36-74f6-11ed-a0be-0242ac1c000c,Activo,910,991d57ba-74f6-11ed-a0be-0242ac1c000c,993b1066-74f6-11ed-a0be-0242ac1c000c,992c9f18-74f6-11ed-a0be-0242ac1c000c,916614125
39,9743cb90-74f6-11ed-a0be-0242ac1c000c,Inactivo,849,991d5850-74f6-11ed-a0be-0242ac1c000c,993b1106-74f6-11ed-a0be-0242ac1c000c,992ca09e-74f6-11ed-a0be-0242ac1c000c,488163356
40,9743cbea-74f6-11ed-a0be-0242ac1c000c,Activo,620,991d58dc-74f6-11ed-a0be-0242ac1c000c,993b1192-74f6-11ed-a0be-0242ac1c000c,992ca148-74f6-11ed-a0be-0242ac1c000c,1855186259
41,9743cc4e-74f6-11ed-a0be-0242ac1c000c,Activo,880,991d5968-74f6-11ed-a0be-0242ac1c000c,993b1228-74f6-11ed-a0be-0242ac1c000c,992ca1d4-74f6-11ed-a0be-0242ac1c000c,1691320346
42,9743ccb2-74f6-11ed-a0be-0242ac1c000c,Activo,530,991d59fe-74f6-11ed-a0be-0242ac1c000c,993b12be-74f6-11ed-a0be-0242ac1c000c,992ca256-74f6-11ed-a0be-0242ac1c000c,787216666
43,9743cd0c-74f6-11ed-a0be-0242ac1c000c,Inactivo,592,991d5a94-74f6-11ed-a0be-0242ac1c000c,993b1354-74f6-11ed-a0be-0242ac1c000c,992ca2e2-74f6-11ed-a0be-0242ac1c000c,1575165760
44,9743cd66-74f6-11ed-a0be-0242ac1c000c,Activo,671,991d5b20-74f6-11ed-a0be-0242ac1c000c,993b13e0-74f6-11ed-a0be-0242ac1c000c,992ca418-74f6-11ed-a0be-0242ac1c000c,2228175084
45,9743cdca-74f6-11ed-a0be-0242ac1c000c,Inactivo,644,991d5bac-74f6-11ed-a0be-0242ac1c000c,993b1476-74f6-11ed-a0be-0242ac1c000c,992ca4a4-74f6-11ed-a0be-0242ac1c000c,2012625658
46,9743ce24-74f6-11ed-a0be-0242ac1c000c,Inactivo,651,991d5c42-74f6-11ed-a0be-0242ac1c000c,993b150c-74f6-11ed-a0be-0242ac1c000c,992ca530-74f6-11ed-a0be-0242ac1c000c,1481594910
47,9743ce88-74f6-11ed-a0be-0242ac1c000c,Activo,683,991d5d32-74f6-11ed-a0be-0242ac1c000c,993b15ac-74f6-11ed-a0be-0242ac1c000c,992ca5bc-74f6-11ed-a0be-0242ac1c000c,990430288
48,9743cf0a-74f6-11ed-a0be-0242ac1c000c,Inactivo,501,991d5dd2-74f6-11ed-a0be-0242ac1c000c,993b164c-74f6-11ed-a0be-0242ac1c000c,992ca6d4-74f6-11ed-a0be-0242ac1c000c,2070275557
49,9743cf6e-74f6-11ed-a0be-0242ac1c000c,Inactivo,917,991d5e72-74f6-11ed-a0be-0242ac1c000c,993b16e2-74f6-11ed-a0be-0242ac1c000c,992ca792-74f6-11ed-a0be-0242ac1c000c,2298971864
50,9743cfc8-74f6-11ed-a0be-0242ac1c000c,Inactivo,446,991d5f08-74f6-11ed-a0be-0242ac1c000c,993b1778-74f6-11ed-a0be-0242ac1c000c,992ca81e-74f6-11ed-a0be-0242ac1c000c,603920947
51,9743d022-74f6-11ed-a0be-0242ac1c000c,Activo,511,991d5f9e-74f6-11ed-a0be-0242ac1c000c,993b180e-74f6-11ed-a0be-0242ac1c000c,992ca8aa-74f6-11ed-a0be-0242ac1c000c,1917548586
52,9743d086-74f6-11ed-a0be-0242ac1c000c,Inactivo,614,991d6034-74f6-11ed-a0be-0242ac1c000c,993b18ae-74f6-11ed-a0be-0242ac1c000c,992ca922-74f6-11ed-a0be-0242ac1c000c,1767071943
53,9743d0ea-74f6-11ed-a0be-0242ac1c000c,Activo,799,991d60ca-74f6-11ed-a0be-0242ac1c000c,993b193a-74f6-11ed-a0be-0242ac1c000c,992caa3a-74f6-11ed-a0be-0242ac1c000c,509569201
54,9743d180-74f6-11ed-a0be-0242ac1c000c,Activo,585,991d6156-74f6-11ed-a0be-0242ac1c000c,993b19c6-74f6-11ed-a0be-0242ac1c000c,992cab8e-74f6-11ed-a0be-0242ac1c000c,2214868813
55,9743d1e4-74f6-11ed-a0be-0242ac1c000c,Activo,973,991d61ec-74f6-11ed-a0be-0242ac1c000c,993b1a52-74f6-11ed-a0be-0242ac1c000c,992cac1a-74f6-11ed-a0be-0242ac1c000c,141249138
56,9743d248-74f6-11ed-a0be-0242ac1c000c,Activo,874,991d6282-74f6-11ed-a0be-0242ac1c000c,993b1ade-74f6-11ed-a0be-0242ac1c000c,992d1484-74f6-11ed-a0be-0242ac1c000c,652266170
57,9743d2a2-74f6-11ed-a0be-0242ac1c000c,Inactivo,921,991d6318-74f6-11ed-a0be-0242ac1c000c,993b1b74-74f6-11ed-a0be-0242ac1c000c,992d16c8-74f6-11ed-a0be-0242ac1c000c,1679059723
58,9743d31a-74f6-11ed-a0be-0242ac1c000c,Inactivo,661,991d63b8-74f6-11ed-a0be-0242ac1c000c,993b1bf6-74f6-11ed-a0be-0242ac1c000c,992d186c-74f6-11ed-a0be-0242ac1c000c,922361624
59,9743d37e-74f6-11ed-a0be-0242ac1c000c,Inactivo,940,991d678c-74f6-11ed-a0be-0242ac1c000c,993b1c8c-74f6-11ed-a0be-0242ac1c000c,992d1934-74f6-11ed-a0be-0242ac1c000c,2033784491
60,9743d3d8-74f6-11ed-a0be-0242ac1c000c,Inactivo,664,991d72c2-74f6-11ed-a0be-0242ac1c000c,993b1d0e-74f6-11ed-a0be-0242ac1c000c,992d19de-74f6-11ed-a0be-0242ac1c000c,1354155940
61,9743d43c-74f6-11ed-a0be-0242ac1c000c,Inactivo,968,991d8366-74f6-11ed-a0be-0242ac1c000c,993b1d90-74f6-11ed-a0be-0242ac1c000c,992d3414-74f6-11ed-a0be-0242ac1c000c,1225684651
62,9743d4c8-74f6-11ed-a0be-0242ac1c000c,Inactivo,836,991d8aa0-74f6-11ed-a0be-0242ac1c000c,993b1e12-74f6-11ed-a0be-0242ac1c000c,992d35f4-74f6-11ed-a0be-0242ac1c000c,823993554
63,9743d522-74f6-11ed-a0be-0242ac1c000c,Activo,653,991d8b54-74f6-11ed-a0be-0242ac1c000c,993b1ef8-74f6-11ed-a0be-0242ac1c000c,992d36b2-74f6-11ed-a0be-0242ac1c000c,859197613
64,9743d586-74f6-11ed-a0be-0242ac1c000c,Activo,671,991d8bfe-74f6-11ed-a0be-0242ac1c000c,993b1f8e-74f6-11ed-a0be-0242ac1c000c,992d375c-74f6-11ed-a0be-0242ac1c000c,685068713
65,9743d5e0-74f6-11ed-a0be-0242ac1c000c,Inactivo,597,991d8c94-74f6-11ed-a0be-0242ac1c000c,993b201a-74f6-11ed-a0be-0242ac1c000c,992d37fc-74f6-11ed-a0be-0242ac1c000c,1783166929
66,9743d63a-74f6-11ed-a0be-0242ac1c000c,Activo,870,991d8d2a-74f6-11ed-a0be-0242ac1c000c,993b2092-74f6-11ed-a0be-0242ac1c000c,992d3892-74f6-11ed-a0be-0242ac1c000c,1814097394
67,9743d694-74f6-11ed-a0be-0242ac1c000c,Activo,905,991d8dc0-74f6-11ed-a0be-0242ac1c000c,993b2114-74f6-11ed-a0be-0242ac1c000c,992d3928-74f6-11ed-a0be-0242ac1c000c,1710645974
68,9743d6ee-74f6-11ed-a0be-0242ac1c000c,Inactivo,770,991d8e42-74f6-11ed-a0be-0242ac1c000c,993b21a0-74f6-11ed-a0be-0242ac1c000c,992d39b4-74f6-11ed-a0be-0242ac1c000c,816752037
69,9743d748-74f6-11ed-a0be-0242ac1c000c,Inactivo,953,991d8ed8-74f6-11ed-a0be-0242ac1c000c,993b222c-74f6-11ed-a0be-0242ac1c000c,992d3a4a-74f6-11ed-a0be-0242ac1c000c,1148817867
70,9743d7a2-74f6-11ed-a0be-0242ac1c000c,Activo,982,991d9018-74f6-11ed-a0be-0242ac1c000c,993b22ae-74f6-11ed-a0be-0242ac1c000c,992d3ae0-74f6-11ed-a0be-0242ac1c000c,918443756
71,9743d824-74f6-11ed-a0be-0242ac1c000c,Inactivo,606,991d90b8-74f6-11ed-a0be-0242ac1c000c,993b2330-74f6-11ed-a0be-0242ac1c000c,992d3b76-74f6-11ed-a0be-0242ac1c000c,2270713384
72,9743d8ba-74f6-11ed-a0be-0242ac1c000c,Activo,584,991d9162-74f6-11ed-a0be-0242ac1c000c,993b23b2-74f6-11ed-a0be-0242ac1c000c,992d3c70-74f6-11ed-a0be-0242ac1c000c,1588840301
73,9743de32-74f6-11ed-a0be-0242ac1c000c,Inactivo,624,991d9202-74f6-11ed-a0be-0242ac1c000c,993b2448-74f6-11ed-a0be-0242ac1c000c,992d3d1a-74f6-11ed-a0be-0242ac1c000c,1190390254
74,9743df0e-74f6-11ed-a0be-0242ac1c000c,Inactivo,868,991d92a2-74f6-11ed-a0be-0242ac1c000c,993b24d4-74f6-11ed-a0be-0242ac1c000c,992d3da6-74f6-11ed-a0be-0242ac1c000c,2494991662
75,9743df7c-74f6-11ed-a0be-0242ac1c000c,Activo,897,991d932e-74f6-11ed-a0be-0242ac1c000c,993b2560-74f6-11ed-a0be-0242ac1c000c,992d3e3c-74f6-11ed-a0be-0242ac1c000c,2368997523
76,9743dfe0-74f6-11ed-a0be-0242ac1c000c,Inactivo,722,991d93b0-74f6-11ed-a0be-0242ac1c000c,993b25e2-74f6-11ed-a0be-0242ac1c000c,992d3ec8-74f6-11ed-a0be-0242ac1c000c,2431223388
77,9743e044-74f6-11ed-a0be-0242ac1c000c,Inactivo,419,991d943c-74f6-11ed-a0be-0242ac1c000c,993b2664-74f6-11ed-a0be-0242ac1c000c,992d3f54-74f6-11ed-a0be-0242ac1c000c,2494413596
78,9743e09e-74f6-11ed-a0be-0242ac1c000c,Activo,726,991d94c8-74f6-11ed-a0be-0242ac1c000c,993b26f0-74f6-11ed-a0be-0242ac1c000c,992d5782-74f6-11ed-a0be-0242ac1c000c,1900408705
79,9743e12a-74f6-11ed-a0be-0242ac1c000c,Activo,684,991d9554-74f6-11ed-a0be-0242ac1c000c,993b2772-74f6-11ed-a0be-0242ac1c000c,992d5912-74f6-11ed-a0be-0242ac1c000c,1594363374
80,9743e184-74f6-11ed-a0be-0242ac1c000c,Inactivo,513,991d95ea-74f6-11ed-a0be-0242ac1c000c,993b27f4-74f6-11ed-a0be-0242ac1c000c,992d598a-74f6-11ed-a0be-0242ac1c000c,1055678726
81,9743e1de-74f6-11ed-a0be-0242ac1c000c,Activo,773,991d9680-74f6-11ed-a0be-0242ac1c000c,993b2876-74f6-11ed-a0be-0242ac1c000c,992d59ee-74f6-11ed-a0be-0242ac1c000c,2353731870
82,9743e238-74f6-11ed-a0be-0242ac1c000c,Activo,713,991d970c-74f6-11ed-a0be-0242ac1c000c,993b28f8-74f6-11ed-a0be-0242ac1c000c,992d5a48-74f6-11ed-a0be-0242ac1c000c,2142616261
83,9743e29c-74f6-11ed-a0be-0242ac1c000c,Inactivo,960,991d9798-74f6-11ed-a0be-0242ac1c000c,993b2a24-74f6-11ed-a0be-0242ac1c000c,992d5aac-74f6-11ed-a0be-0242ac1c000c,617799934
84,9743e2f6-74f6-11ed-a0be-0242ac1c000c,Activo,797,991d9838-74f6-11ed-a0be-0242ac1c000c,993b2aba-74f6-11ed-a0be-0242ac1c000c,992d5b06-74f6-11ed-a0be-0242ac1c000c,2118986830
85,9743e350-74f6-11ed-a0be-0242ac1c000c,Activo,841,991d98d8-74f6-11ed-a0be-0242ac1c000c,993b2b46-74f6-11ed-a0be-0242ac1c000c,992d5b60-74f6-11ed-a0be-0242ac1c000c,1301022306
86,9743e3aa-74f6-11ed-a0be-0242ac1c000c,Inactivo,684,991d996e-74f6-11ed-a0be-0242ac1c000c,993b2bbe-74f6-11ed-a0be-0242ac1c000c,992d5bba-74f6-11ed-a0be-0242ac1c000c,2148967602
87,9743e404-74f6-11ed-a0be-0242ac1c000c,Activo,692,991d9a04-74f6-11ed-a0be-0242ac1c000c,993b2c40-74f6-11ed-a0be-0242ac1c000c,992d5c14-74f6-11ed-a0be-0242ac1c000c,1219368612
88,9743e45e-74f6-11ed-a0be-0242ac1c000c,Inactivo,528,991d9a9a-74f6-11ed-a0be-0242ac1c000c,993b2ccc-74f6-11ed-a0be-0242ac1c000c,992d5c6e-74f6-11ed-a0be-0242ac1c000c,1081124397
89,9743e4b8-74f6-11ed-a0be-0242ac1c000c,Inactivo,490,991d9b44-74f6-11ed-a0be-0242ac1c000c,993b2ee8-74f6-11ed-a0be-0242ac1c000c,992d5cdc-74f6-11ed-a0be-0242ac1c000c,1769541200
90,9743e51c-74f6-11ed-a0be-0242ac1c000c,Inactivo,642,991d9bd0-74f6-11ed-a0be-0242ac1c000c,993b2fce-74f6-11ed-a0be-0242ac1c000c,992d5da4-74f6-11ed-a0be-0242ac1c000c,2032475265
91,9743e576-74f6-11ed-a0be-0242ac1c000c,Inactivo,913,991d9c70-74f6-11ed-a0be-0242ac1c000c,993b305a-74f6-11ed-a0be-0242ac1c000c,992d5e44-74f6-11ed-a0be-0242ac1c000c,1080179911
92,9743e5d0-74f6-11ed-a0be-0242ac1c000c,Activo,843,991d9d06-74f6-11ed-a0be-0242ac1c000c,993b30dc-74f6-11ed-a0be-0242ac1c000c,992d5eda-74f6-11ed-a0be-0242ac1c000c,1657365868
93,9743e62a-74f6-11ed-a0be-0242ac1c000c,Inactivo,879,991d9da6-74f6-11ed-a0be-0242ac1c000c,993b3172-74f6-11ed-a0be-0242ac1c000c,992d5f52-74f6-11ed-a0be-0242ac1c000c,726144526
94,9743e684-74f6-11ed-a0be-0242ac1c000c,Activo,825,991d9e32-74f6-11ed-a0be-0242ac1c000c,993b3208-74f6-11ed-a0be-0242ac1c000c,992d5fac-74f6-11ed-a0be-0242ac1c000c,377730655
95,9743e6de-74f6-11ed-a0be-0242ac1c000c,Activo,461,991d9ed2-74f6-11ed-a0be-0242ac1c000c,993b328a-74f6-11ed-a0be-0242ac1c000c,992d6006-74f6-11ed-a0be-0242ac1c000c,1495318877
96,9743e760-74f6-11ed-a0be-0242ac1c000c,Activo,469,991d9f68-74f6-11ed-a0be-0242ac1c000c,993b3320-74f6-11ed-a0be-0242ac1c000c,992d6060-74f6-11ed-a0be-0242ac1c000c,238319957
97,9743e7ba-74f6-11ed-a0be-0242ac1c000c,Activo,623,991d9ffe-74f6-11ed-a0be-0242ac1c000c,993b33ac-74f6-11ed-a0be-0242ac1c000c,992d60ba-74f6-11ed-a0be-0242ac1c000c,147724491
98,9743e814-74f6-11ed-a0be-0242ac1c000c,Activo,492,991da0a8-74f6-11ed-a0be-0242ac1c000c,993b3438-74f6-11ed-a0be-0242ac1c000c,992d6114-74f6-11ed-a0be-0242ac1c000c,2136384798
99,9743e86e-74f6-11ed-a0be-0242ac1c000c,Inactivo,472,991da13e-74f6-11ed-a0be-0242ac1c000c,993b34c4-74f6-11ed-a0be-0242ac1c000c,992d616e-74f6-11ed-a0be-0242ac1c000c,210364576
100,9743e8c8-74f6-11ed-a0be-0242ac1c000c,Inactivo,621,991da1d4-74f6-11ed-a0be-0242ac1c000c,993b3550-74f6-11ed-a0be-0242ac1c000c,992d61c8-74f6-11ed-a0be-0242ac1c000c,1680715481
101,9743e922-74f6-11ed-a0be-0242ac1c000c,Inactivo,487,991da274-74f6-11ed-a0be-0242ac1c000c,993b35d2-74f6-11ed-a0be-0242ac1c000c,992d6222-74f6-11ed-a0be-0242ac1c000c,539542916
102,9743e97c-74f6-11ed-a0be-0242ac1c000c,Activo,760,991da314-74f6-11ed-a0be-0242ac1c000c,993b3668-74f6-11ed-a0be-0242ac1c000c,992d6286-74f6-11ed-a0be-0242ac1c000c,132363042
103,9743e9e0-74f6-11ed-a0be-0242ac1c000c,Activo,941,991da3aa-74f6-11ed-a0be-0242ac1c000c,993b36f4-74f6-11ed-a0be-0242ac1c000c,992d6312-74f6-11ed-a0be-0242ac1c000c,1956399766
104,9743ea3a-74f6-11ed-a0be-0242ac1c000c,Inactivo,490,991da44a-74f6-11ed-a0be-0242ac1c000c,993b3776-74f6-11ed-a0be-0242ac1c000c,992d6376-74f6-11ed-a0be-0242ac1c000c,2144233538
105,9743ea94-74f6-11ed-a0be-0242ac1c000c,Activo,936,991da4ea-74f6-11ed-a0be-0242ac1c000c,993b397e-74f6-11ed-a0be-0242ac1c000c,992d63d0-74f6-11ed-a0be-0242ac1c000c,556863254
106,9743eaee-74f6-11ed-a0be-0242ac1c000c,Inactivo,790,991da58a-74f6-11ed-a0be-0242ac1c000c,993b3a32-74f6-11ed-a0be-0242ac1c000c,992d642a-74f6-11ed-a0be-0242ac1c000c,1940780779
107,9743eb52-74f6-11ed-a0be-0242ac1c000c,Activo,830,991da634-74f6-11ed-a0be-0242ac1c000c,993b3abe-74f6-11ed-a0be-0242ac1c000c,992d648e-74f6-11ed-a0be-0242ac1c000c,973857731
108,9743ebac-74f6-11ed-a0be-0242ac1c000c,Activo,839,991da6c0-74f6-11ed-a0be-0242ac1c000c,993b3b4a-74f6-11ed-a0be-0242ac1c000c,992d64e8-74f6-11ed-a0be-0242ac1c000c,113889177
109,9743ec10-74f6-11ed-a0be-0242ac1c000c,Activo,584,991da74c-74f6-11ed-a0be-0242ac1c000c,993b3bd6-74f6-11ed-a0be-0242ac1c000c,992d6542-74f6-11ed-a0be-0242ac1c000c,2166614046
110,9743ec6a-74f6-11ed-a0be-0242ac1c000c,Activo,846,991da7ce-74f6-11ed-a0be-0242ac1c000c,993b3c6c-74f6-11ed-a0be-0242ac1c000c,992d659c-74f6-11ed-a0be-0242ac1c000c,177576975
111,9743ece2-74f6-11ed-a0be-0242ac1c000c,Activo,807,991da850-74f6-11ed-a0be-0242ac1c000c,993b3cf8-74f6-11ed-a0be-0242ac1c000c,992d65f6-74f6-11ed-a0be-0242ac1c000c,1783513348
112,9743efe4-74f6-11ed-a0be-0242ac1c000c,Inactivo,906,991da8dc-74f6-11ed-a0be-0242ac1c000c,993b3d84-74f6-11ed-a0be-0242ac1c000c,992d6650-74f6-11ed-a0be-0242ac1c000c,2152905856
113,9743f11a-74f6-11ed-a0be-0242ac1c000c,Inactivo,680,991da968-74f6-11ed-a0be-0242ac1c000c,993b3e10-74f6-11ed-a0be-0242ac1c000c,992d66a0-74f6-11ed-a0be-0242ac1c000c,400408453
