,Id_Pos,Id_Exa,Id_Car,Id_Us,CC_As,Id_Para
19,c59b5e6e-74f5-11ed-a166-0242ac1c000c,c5b31252-74f5-11ed-a166-0242ac1c000c,c5ca429c-74f5-11ed-a166-0242ac1c000c,c5dfa998-74f5-11ed-a166-0242ac1c000c,2456839830,c5f58d62-74f5-11ed-a166-0242ac1c000c
20,c59b5ee6-74f5-11ed-a166-0242ac1c000c,c5b312fc-74f5-11ed-a166-0242ac1c000c,c5ca4b70-74f5-11ed-a166-0242ac1c000c,c5dfaa38-74f5-11ed-a166-0242ac1c000c,1822373066,c5f58e02-74f5-11ed-a166-0242ac1c000c
21,c59b5f5e-74f5-11ed-a166-0242ac1c000c,c5b31fcc-74f5-11ed-a166-0242ac1c000c,c5ca4c7e-74f5-11ed-a166-0242ac1c000c,c5dfaae2-74f5-11ed-a166-0242ac1c000c,2219092197,c5f58ea2-74f5-11ed-a166-0242ac1c000c
22,c59b5fd6-74f5-11ed-a166-0242ac1c000c,c5b32274-74f5-11ed-a166-0242ac1c000c,c5ca4d3c-74f5-11ed-a166-0242ac1c000c,c5dfab8c-74f5-11ed-a166-0242ac1c000c,269258911,c5f58f42-74f5-11ed-a166-0242ac1c000c
23,c59b604e-74f5-11ed-a166-0242ac1c000c,c5b3236e-74f5-11ed-a166-0242ac1c000c,c5ca4ddc-74f5-11ed-a166-0242ac1c000c,c5dfac36-74f5-11ed-a166-0242ac1c000c,2146228734,c5f5903c-74f5-11ed-a166-0242ac1c000c
24,c59b60c6-74f5-11ed-a166-0242ac1c000c,c5b32454-74f5-11ed-a166-0242ac1c000c,c5ca4e7c-74f5-11ed-a166-0242ac1c000c,c5dface0-74f5-11ed-a166-0242ac1c000c,2301246266,c5f590fa-74f5-11ed-a166-0242ac1c000c
25,c59b6134-74f5-11ed-a166-0242ac1c000c,c5b32530-74f5-11ed-a166-0242ac1c000c,c5ca4f26-74f5-11ed-a166-0242ac1c000c,c5dfad8a-74f5-11ed-a166-0242ac1c000c,602353660,c5f591ae-74f5-11ed-a166-0242ac1c000c
26,c59b61b6-74f5-11ed-a166-0242ac1c000c,c5b32616-74f5-11ed-a166-0242ac1c000c,c5ca4fda-74f5-11ed-a166-0242ac1c000c,c5dfae34-74f5-11ed-a166-0242ac1c000c,811644259,c5f5926c-74f5-11ed-a166-0242ac1c000c
27,c59b6224-74f5-11ed-a166-0242ac1c000c,c5b326f2-74f5-11ed-a166-0242ac1c000c,c5ca507a-74f5-11ed-a166-0242ac1c000c,c5dfaed4-74f5-11ed-a166-0242ac1c000c,1852499792,c5f59316-74f5-11ed-a166-0242ac1c000c
28,c59b6292-74f5-11ed-a166-0242ac1c000c,c5b327c4-74f5-11ed-a166-0242ac1c000c,c5ca5188-74f5-11ed-a166-0242ac1c000c,c5dfaf7e-74f5-11ed-a166-0242ac1c000c,1699525190,c5f593b6-74f5-11ed-a166-0242ac1c000c
29,c59b6300-74f5-11ed-a166-0242ac1c000c,c5b32896-74f5-11ed-a166-0242ac1c000c,c5ca5232-74f5-11ed-a166-0242ac1c000c,c5dfb028-74f5-11ed-a166-0242ac1c000c,277412770,c5f59460-74f5-11ed-a166-0242ac1c000c
30,c59b6378-74f5-11ed-a166-0242ac1c000c,c5b32968-74f5-11ed-a166-0242ac1c000c,c5ca52dc-74f5-11ed-a166-0242ac1c000c,c5dfb0fa-74f5-11ed-a166-0242ac1c000c,865409265,c5f5950a-74f5-11ed-a166-0242ac1c000c
31,c59b63f0-74f5-11ed-a166-0242ac1c000c,c5b32a3a-74f5-11ed-a166-0242ac1c000c,c5ca5386-74f5-11ed-a166-0242ac1c000c,c5dfb1b8-74f5-11ed-a166-0242ac1c000c,745845992,c5f595aa-74f5-11ed-a166-0242ac1c000c
32,c59b645e-74f5-11ed-a166-0242ac1c000c,c5b32bca-74f5-11ed-a166-0242ac1c000c,c5ca5426-74f5-11ed-a166-0242ac1c000c,c5dfb26c-74f5-11ed-a166-0242ac1c000c,1037357545,c5f59654-74f5-11ed-a166-0242ac1c000c
33,c59b64cc-74f5-11ed-a166-0242ac1c000c,c5b32c9c-74f5-11ed-a166-0242ac1c000c,c5ca54c6-74f5-11ed-a166-0242ac1c000c,c5dfb320-74f5-11ed-a166-0242ac1c000c,1949045936,c5f596fe-74f5-11ed-a166-0242ac1c000c
34,c59b6594-74f5-11ed-a166-0242ac1c000c,c5b32d64-74f5-11ed-a166-0242ac1c000c,c5ca5570-74f5-11ed-a166-0242ac1c000c,c5dfb3d4-74f5-11ed-a166-0242ac1c000c,2137973303,c5f597a8-74f5-11ed-a166-0242ac1c000c
35,c59b6602-74f5-11ed-a166-0242ac1c000c,c5b32e2c-74f5-11ed-a166-0242ac1c000c,c5ca5624-74f5-11ed-a166-0242ac1c000c,c5dfb4a6-74f5-11ed-a166-0242ac1c000c,1828732085,c5f59848-74f5-11ed-a166-0242ac1c000c
36,c59b667a-74f5-11ed-a166-0242ac1c000c,c5b32ef4-74f5-11ed-a166-0242ac1c000c,c5ca56e2-74f5-11ed-a166-0242ac1c000c,c5dfb564-74f5-11ed-a166-0242ac1c000c,1372834116,c5f598fc-74f5-11ed-a166-0242ac1c000c
37,c59b6724-74f5-11ed-a166-0242ac1c000c,c5b32fbc-74f5-11ed-a166-0242ac1c000c,c5ca5796-74f5-11ed-a166-0242ac1c000c,c5dfb60e-74f5-11ed-a166-0242ac1c000c,126466679,c5f599a6-74f5-11ed-a166-0242ac1c000c
38,c59b679c-74f5-11ed-a166-0242ac1c000c,c5b3307a-74f5-11ed-a166-0242ac1c000c,c5ca5840-74f5-11ed-a166-0242ac1c000c,c5dfb6e0-74f5-11ed-a166-0242ac1c000c,2132648730,c5f59a50-74f5-11ed-a166-0242ac1c000c
39,c59b6814-74f5-11ed-a166-0242ac1c000c,c5b33142-74f5-11ed-a166-0242ac1c000c,c5ca58f4-74f5-11ed-a166-0242ac1c000c,c5dfb79e-74f5-11ed-a166-0242ac1c000c,407365553,c5f59afa-74f5-11ed-a166-0242ac1c000c
40,c59b688c-74f5-11ed-a166-0242ac1c000c,c5b3320a-74f5-11ed-a166-0242ac1c000c,c5ca599e-74f5-11ed-a166-0242ac1c000c,c5dfb884-74f5-11ed-a166-0242ac1c000c,717136311,c5f59b9a-74f5-11ed-a166-0242ac1c000c
41,c59b68fa-74f5-11ed-a166-0242ac1c000c,c5b33322-74f5-11ed-a166-0242ac1c000c,c5ca5a5c-74f5-11ed-a166-0242ac1c000c,c5dfba6e-74f5-11ed-a166-0242ac1c000c,1093977946,c5f59c44-74f5-11ed-a166-0242ac1c000c
42,c59b6972-74f5-11ed-a166-0242ac1c000c,c5b333ea-74f5-11ed-a166-0242ac1c000c,c5ca5b10-74f5-11ed-a166-0242ac1c000c,c5dfbb2c-74f5-11ed-a166-0242ac1c000c,2316555273,c5f59cee-74f5-11ed-a166-0242ac1c000c
43,c59b69ea-74f5-11ed-a166-0242ac1c000c,c5b334a8-74f5-11ed-a166-0242ac1c000c,c5ca5bc4-74f5-11ed-a166-0242ac1c000c,c5dfbbea-74f5-11ed-a166-0242ac1c000c,1127585818,c5f59da2-74f5-11ed-a166-0242ac1c000c
44,c59b6a58-74f5-11ed-a166-0242ac1c000c,c5b33552-74f5-11ed-a166-0242ac1c000c,c5ca5d4a-74f5-11ed-a166-0242ac1c000c,c5dfbca8-74f5-11ed-a166-0242ac1c000c,559474326,c5f59e56-74f5-11ed-a166-0242ac1c000c
45,c59b6ad0-74f5-11ed-a166-0242ac1c000c,c5b33606-74f5-11ed-a166-0242ac1c000c,c5ca5e08-74f5-11ed-a166-0242ac1c000c,c5dfbd70-74f5-11ed-a166-0242ac1c000c,1795050603,c5f59f0a-74f5-11ed-a166-0242ac1c000c
46,c59b6b3e-74f5-11ed-a166-0242ac1c000c,c5b336b0-74f5-11ed-a166-0242ac1c000c,c5ca5eb2-74f5-11ed-a166-0242ac1c000c,c5dfbe88-74f5-11ed-a166-0242ac1c000c,2464065248,c5f59faa-74f5-11ed-a166-0242ac1c000c
47,c59b6bde-74f5-11ed-a166-0242ac1c000c,c5b33764-74f5-11ed-a166-0242ac1c000c,c5ca5f84-74f5-11ed-a166-0242ac1c000c,c5dfbf5a-74f5-11ed-a166-0242ac1c000c,615511375,c5f5a05e-74f5-11ed-a166-0242ac1c000c
48,c59b6c4c-74f5-11ed-a166-0242ac1c000c,c5b340e2-74f5-11ed-a166-0242ac1c000c,c5ca6042-74f5-11ed-a166-0242ac1c000c,c5dfc0a4-74f5-11ed-a166-0242ac1c000c,484643319,c5f5a112-74f5-11ed-a166-0242ac1c000c
49,c59b6cc4-74f5-11ed-a166-0242ac1c000c,c5b342c2-74f5-11ed-a166-0242ac1c000c,c5ca7168-74f5-11ed-a166-0242ac1c000c,c5dfc16c-74f5-11ed-a166-0242ac1c000c,340660353,c5f5a1c6-74f5-11ed-a166-0242ac1c000c
50,c59b6d32-74f5-11ed-a166-0242ac1c000c,c5b344a2-74f5-11ed-a166-0242ac1c000c,c5ca72bc-74f5-11ed-a166-0242ac1c000c,c5dfc22a-74f5-11ed-a166-0242ac1c000c,654803767,c5f5a270-74f5-11ed-a166-0242ac1c000c
51,c59b6ddc-74f5-11ed-a166-0242ac1c000c,c5b34574-74f5-11ed-a166-0242ac1c000c,c5ca738e-74f5-11ed-a166-0242ac1c000c,c5dfc2f2-74f5-11ed-a166-0242ac1c000c,1899513489,c5f5a324-74f5-11ed-a166-0242ac1c000c
52,c59b6e68-74f5-11ed-a166-0242ac1c000c,c5b3463c-74f5-11ed-a166-0242ac1c000c,c5ca744c-74f5-11ed-a166-0242ac1c000c,c5dfc3b0-74f5-11ed-a166-0242ac1c000c,261605080,c5f5a3ce-74f5-11ed-a166-0242ac1c000c
53,c59b6ed6-74f5-11ed-a166-0242ac1c000c,c5b346fa-74f5-11ed-a166-0242ac1c000c,c5ca750a-74f5-11ed-a166-0242ac1c000c,c5dfc464-74f5-11ed-a166-0242ac1c000c,1141629640,c5f5a48c-74f5-11ed-a166-0242ac1c000c
54,c59b6f44-74f5-11ed-a166-0242ac1c000c,c5b347c2-74f5-11ed-a166-0242ac1c000c,c5ca75dc-74f5-11ed-a166-0242ac1c000c,c5dfc522-74f5-11ed-a166-0242ac1c000c,2251743887,c5f5a540-74f5-11ed-a166-0242ac1c000c
55,c59b6fb2-74f5-11ed-a166-0242ac1c000c,c5b3488a-74f5-11ed-a166-0242ac1c000c,c5ca769a-74f5-11ed-a166-0242ac1c000c,c5dfc5e0-74f5-11ed-a166-0242ac1c000c,792354483,c5f5a5ea-74f5-11ed-a166-0242ac1c000c
56,c59b702a-74f5-11ed-a166-0242ac1c000c,c5b34948-74f5-11ed-a166-0242ac1c000c,c5ca774e-74f5-11ed-a166-0242ac1c000c,c5dfc69e-74f5-11ed-a166-0242ac1c000c,1828607012,c5f5a69e-74f5-11ed-a166-0242ac1c000c
57,c59b70a2-74f5-11ed-a166-0242ac1c000c,c5b34a06-74f5-11ed-a166-0242ac1c000c,c5ca7870-74f5-11ed-a166-0242ac1c000c,c5dfc75c-74f5-11ed-a166-0242ac1c000c,1891033138,c5f5a752-74f5-11ed-a166-0242ac1c000c
58,c59b7110-74f5-11ed-a166-0242ac1c000c,c5b34ac4-74f5-11ed-a166-0242ac1c000c,c5ca7a00-74f5-11ed-a166-0242ac1c000c,c5dfc81a-74f5-11ed-a166-0242ac1c000c,162997613,c5f5a806-74f5-11ed-a166-0242ac1c000c
59,c59b717e-74f5-11ed-a166-0242ac1c000c,c5b34b96-74f5-11ed-a166-0242ac1c000c,c5ca7adc-74f5-11ed-a166-0242ac1c000c,c5dfc8e2-74f5-11ed-a166-0242ac1c000c,2152496358,c5f5a8ce-74f5-11ed-a166-0242ac1c000c
60,c59b71f6-74f5-11ed-a166-0242ac1c000c,c5b34c68-74f5-11ed-a166-0242ac1c000c,c5ca7e42-74f5-11ed-a166-0242ac1c000c,c5dfc9a0-74f5-11ed-a166-0242ac1c000c,978437645,c5f5a996-74f5-11ed-a166-0242ac1c000c
61,c59b726e-74f5-11ed-a166-0242ac1c000c,c5b34d30-74f5-11ed-a166-0242ac1c000c,c5ca7f46-74f5-11ed-a166-0242ac1c000c,c5dfca68-74f5-11ed-a166-0242ac1c000c,2042671391,c5f5aa54-74f5-11ed-a166-0242ac1c000c
62,c59b7318-74f5-11ed-a166-0242ac1c000c,c5b34de4-74f5-11ed-a166-0242ac1c000c,c5ca8004-74f5-11ed-a166-0242ac1c000c,c5dfcb12-74f5-11ed-a166-0242ac1c000c,2493541829,c5f5ab08-74f5-11ed-a166-0242ac1c000c
63,c59b73d6-74f5-11ed-a166-0242ac1c000c,c5b34e98-74f5-11ed-a166-0242ac1c000c,c5ca80b8-74f5-11ed-a166-0242ac1c000c,c5dfcbc6-74f5-11ed-a166-0242ac1c000c,1169810942,c5f5abbc-74f5-11ed-a166-0242ac1c000c
64,c59b748a-74f5-11ed-a166-0242ac1c000c,c5b34f56-74f5-11ed-a166-0242ac1c000c,c5ca816c-74f5-11ed-a166-0242ac1c000c,c5dfcc8e-74f5-11ed-a166-0242ac1c000c,2028017699,c5f5ac84-74f5-11ed-a166-0242ac1c000c
65,c59b7534-74f5-11ed-a166-0242ac1c000c,c5b35014-74f5-11ed-a166-0242ac1c000c,c5ca822a-74f5-11ed-a166-0242ac1c000c,c5dfcd42-74f5-11ed-a166-0242ac1c000c,1274938931,c5f5ad42-74f5-11ed-a166-0242ac1c000c
66,c59b75e8-74f5-11ed-a166-0242ac1c000c,c5b350d2-74f5-11ed-a166-0242ac1c000c,c5ca834c-74f5-11ed-a166-0242ac1c000c,c5dfcdf6-74f5-11ed-a166-0242ac1c000c,799711141,c5f5ae00-74f5-11ed-a166-0242ac1c000c
67,c59b767e-74f5-11ed-a166-0242ac1c000c,c5b3528a-74f5-11ed-a166-0242ac1c000c,c5ca841e-74f5-11ed-a166-0242ac1c000c,c5dfcea0-74f5-11ed-a166-0242ac1c000c,1759433762,c5f5aec8-74f5-11ed-a166-0242ac1c000c
68,c59b7782-74f5-11ed-a166-0242ac1c000c,c5b35370-74f5-11ed-a166-0242ac1c000c,c5ca84e6-74f5-11ed-a166-0242ac1c000c,c5dfcf54-74f5-11ed-a166-0242ac1c000c,914226170,c5f5af90-74f5-11ed-a166-0242ac1c000c
69,c59b7836-74f5-11ed-a166-0242ac1c000c,c5b3541a-74f5-11ed-a166-0242ac1c000c,c5ca85a4-74f5-11ed-a166-0242ac1c000c,c5dfcffe-74f5-11ed-a166-0242ac1c000c,998861559,c5f5b044-74f5-11ed-a166-0242ac1c000c
70,c59b78ae-74f5-11ed-a166-0242ac1c000c,c5b354ba-74f5-11ed-a166-0242ac1c000c,c5ca887e-74f5-11ed-a166-0242ac1c000c,c5dfd0a8-74f5-11ed-a166-0242ac1c000c,2218773814,c5f5b0ee-74f5-11ed-a166-0242ac1c000c
71,c59b7926-74f5-11ed-a166-0242ac1c000c,c5b35550-74f5-11ed-a166-0242ac1c000c,c5ca8978-74f5-11ed-a166-0242ac1c000c,c5dfd166-74f5-11ed-a166-0242ac1c000c,1895503706,c5f5b242-74f5-11ed-a166-0242ac1c000c
72,c59b799e-74f5-11ed-a166-0242ac1c000c,c5b355fa-74f5-11ed-a166-0242ac1c000c,c5ca8a2c-74f5-11ed-a166-0242ac1c000c,c5dfd21a-74f5-11ed-a166-0242ac1c000c,574740873,c5f5b30a-74f5-11ed-a166-0242ac1c000c
73,c59b7a52-74f5-11ed-a166-0242ac1c000c,c5b356b8-74f5-11ed-a166-0242ac1c000c,c5ca8aea-74f5-11ed-a166-0242ac1c000c,c5dfd2e2-74f5-11ed-a166-0242ac1c000c,528158023,c5f5b3b4-74f5-11ed-a166-0242ac1c000c
74,c59b7af2-74f5-11ed-a166-0242ac1c000c,c5b35762-74f5-11ed-a166-0242ac1c000c,c5ca8b94-74f5-11ed-a166-0242ac1c000c,c5dfd396-74f5-11ed-a166-0242ac1c000c,1672633393,c5f5b468-74f5-11ed-a166-0242ac1c000c
75,c59b7b7e-74f5-11ed-a166-0242ac1c000c,c5b358f2-74f5-11ed-a166-0242ac1c000c,c5ca8c52-74f5-11ed-a166-0242ac1c000c,c5dfd44a-74f5-11ed-a166-0242ac1c000c,273148834,c5f5b508-74f5-11ed-a166-0242ac1c000c
76,c59b7c00-74f5-11ed-a166-0242ac1c000c,c5b35a0a-74f5-11ed-a166-0242ac1c000c,c5ca8cfc-74f5-11ed-a166-0242ac1c000c,c5dfd4ea-74f5-11ed-a166-0242ac1c000c,995448719,c5f5b5a8-74f5-11ed-a166-0242ac1c000c
77,c59b7c78-74f5-11ed-a166-0242ac1c000c,c5b35ab4-74f5-11ed-a166-0242ac1c000c,c5ca8dba-74f5-11ed-a166-0242ac1c000c,c5dfd594-74f5-11ed-a166-0242ac1c000c,2223536277,c5f5b652-74f5-11ed-a166-0242ac1c000c
78,c59b7ce6-74f5-11ed-a166-0242ac1c000c,c5b35bea-74f5-11ed-a166-0242ac1c000c,c5ca8e64-74f5-11ed-a166-0242ac1c000c,c5dfd634-74f5-11ed-a166-0242ac1c000c,1254684221,c5f5b738-74f5-11ed-a166-0242ac1c000c
79,c59b7d54-74f5-11ed-a166-0242ac1c000c,c5b35c8a-74f5-11ed-a166-0242ac1c000c,c5ca8f04-74f5-11ed-a166-0242ac1c000c,c5dfd6e8-74f5-11ed-a166-0242ac1c000c,1034884753,c5f5b7e2-74f5-11ed-a166-0242ac1c000c
80,c59b7dd6-74f5-11ed-a166-0242ac1c000c,c5b35d2a-74f5-11ed-a166-0242ac1c000c,c5ca8f9a-74f5-11ed-a166-0242ac1c000c,c5dfd792-74f5-11ed-a166-0242ac1c000c,1940733992,c5f5b882-74f5-11ed-a166-0242ac1c000c
81,c59b7e44-74f5-11ed-a166-0242ac1c000c,c5b35dc0-74f5-11ed-a166-0242ac1c000c,c5ca9044-74f5-11ed-a166-0242ac1c000c,c5dfd850-74f5-11ed-a166-0242ac1c000c,287914440,c5f5b922-74f5-11ed-a166-0242ac1c000c
82,c59b7ebc-74f5-11ed-a166-0242ac1c000c,c5b35e60-74f5-11ed-a166-0242ac1c000c,c5ca90da-74f5-11ed-a166-0242ac1c000c,c5dfd904-74f5-11ed-a166-0242ac1c000c,1949396352,c5f5b9c2-74f5-11ed-a166-0242ac1c000c
83,c59b7f2a-74f5-11ed-a166-0242ac1c000c,c5b35f0a-74f5-11ed-a166-0242ac1c000c,c5ca9184-74f5-11ed-a166-0242ac1c000c,c5e034ee-74f5-11ed-a166-0242ac1c000c,1853982704,c5f5d858-74f5-11ed-a166-0242ac1c000c
84,c59b7fa2-74f5-11ed-a166-0242ac1c000c,c5b35fb4-74f5-11ed-a166-0242ac1c000c,c5ca9224-74f5-11ed-a166-0242ac1c000c,c5e0362e-74f5-11ed-a166-0242ac1c000c,975231775,c5f5daa6-74f5-11ed-a166-0242ac1c000c
85,c59b8038-74f5-11ed-a166-0242ac1c000c,c5b36054-74f5-11ed-a166-0242ac1c000c,c5caa8d6-74f5-11ed-a166-0242ac1c000c,c5e03714-74f5-11ed-a166-0242ac1c000c,435777797,c5f5db96-74f5-11ed-a166-0242ac1c000c
86,c59b80b0-74f5-11ed-a166-0242ac1c000c,c5b360f4-74f5-11ed-a166-0242ac1c000c,c5caab88-74f5-11ed-a166-0242ac1c000c,c5e037f0-74f5-11ed-a166-0242ac1c000c,1322986349,c5f5dc5e-74f5-11ed-a166-0242ac1c000c
87,c59b811e-74f5-11ed-a166-0242ac1c000c,c5b36194-74f5-11ed-a166-0242ac1c000c,c5caac82-74f5-11ed-a166-0242ac1c000c,c5e038ae-74f5-11ed-a166-0242ac1c000c,1473412088,c5f5dd30-74f5-11ed-a166-0242ac1c000c
88,c59b8196-74f5-11ed-a166-0242ac1c000c,c5b3622a-74f5-11ed-a166-0242ac1c000c,c5caada4-74f5-11ed-a166-0242ac1c000c,c5e0394e-74f5-11ed-a166-0242ac1c000c,2205930714,c5f5de70-74f5-11ed-a166-0242ac1c000c
89,c59b8204-74f5-11ed-a166-0242ac1c000c,c5b362de-74f5-11ed-a166-0242ac1c000c,c5caae62-74f5-11ed-a166-0242ac1c000c,c5e03a02-74f5-11ed-a166-0242ac1c000c,1099942629,c5f5df56-74f5-11ed-a166-0242ac1c000c
90,c59b827c-74f5-11ed-a166-0242ac1c000c,c5b36374-74f5-11ed-a166-0242ac1c000c,c5caaf02-74f5-11ed-a166-0242ac1c000c,c5e03ab6-74f5-11ed-a166-0242ac1c000c,610421305,c5f5e01e-74f5-11ed-a166-0242ac1c000c
91,c59b82ea-74f5-11ed-a166-0242ac1c000c,c5b3641e-74f5-11ed-a166-0242ac1c000c,c5caafc0-74f5-11ed-a166-0242ac1c000c,c5e03b56-74f5-11ed-a166-0242ac1c000c,1282311749,c5f5e0dc-74f5-11ed-a166-0242ac1c000c
92,c59b8358-74f5-11ed-a166-0242ac1c000c,c5b364c8-74f5-11ed-a166-0242ac1c000c,c5cab056-74f5-11ed-a166-0242ac1c000c,c5e03c00-74f5-11ed-a166-0242ac1c000c,2232893678,c5f5e19a-74f5-11ed-a166-0242ac1c000c
93,c59b847a-74f5-11ed-a166-0242ac1c000c,c5b3659a-74f5-11ed-a166-0242ac1c000c,c5cab100-74f5-11ed-a166-0242ac1c000c,c5e03ca0-74f5-11ed-a166-0242ac1c000c,2176695445,c5f5e262-74f5-11ed-a166-0242ac1c000c
94,c59b8524-74f5-11ed-a166-0242ac1c000c,c5b3664e-74f5-11ed-a166-0242ac1c000c,c5cab1a0-74f5-11ed-a166-0242ac1c000c,c5e03d4a-74f5-11ed-a166-0242ac1c000c,751084349,c5f5e320-74f5-11ed-a166-0242ac1c000c
95,c59b859c-74f5-11ed-a166-0242ac1c000c,c5b366e4-74f5-11ed-a166-0242ac1c000c,c5cab24a-74f5-11ed-a166-0242ac1c000c,c5e03dfe-74f5-11ed-a166-0242ac1c000c,1876452425,c5f5e3c0-74f5-11ed-a166-0242ac1c000c
96,c59b860a-74f5-11ed-a166-0242ac1c000c,c5b36784-74f5-11ed-a166-0242ac1c000c,c5cab2f4-74f5-11ed-a166-0242ac1c000c,c5e03e9e-74f5-11ed-a166-0242ac1c000c,386229231,c5f5e46a-74f5-11ed-a166-0242ac1c000c
