,Id_Us,CC_As,Id_Exa
28,a6a9f1be-74f5-11ed-b542-0242ac1c0002,1343614396,a6c54446-74f5-11ed-b542-0242ac1c0002
29,a6a9f272-74f5-11ed-b542-0242ac1c0002,952118844,a6c544fa-74f5-11ed-b542-0242ac1c0002
30,a6a9f380-74f5-11ed-b542-0242ac1c0002,411698190,a6c545ae-74f5-11ed-b542-0242ac1c0002
31,a6a9f43e-74f5-11ed-b542-0242ac1c0002,1665513425,a6c54658-74f5-11ed-b542-0242ac1c0002
32,a6a9f4f2-74f5-11ed-b542-0242ac1c0002,187475541,a6c5470c-74f5-11ed-b542-0242ac1c0002
33,a6a9f59c-74f5-11ed-b542-0242ac1c0002,510736341,a6c547b6-74f5-11ed-b542-0242ac1c0002
34,a6a9f650-74f5-11ed-b542-0242ac1c0002,1469412827,a6c5486a-74f5-11ed-b542-0242ac1c0002
35,a6a9f6fa-74f5-11ed-b542-0242ac1c0002,1309946873,a6c549dc-74f5-11ed-b542-0242ac1c0002
36,a6a9f7b8-74f5-11ed-b542-0242ac1c0002,160955478,a6c54ab8-74f5-11ed-b542-0242ac1c0002
37,a6a9f86c-74f5-11ed-b542-0242ac1c0002,1567870585,a6c54b76-74f5-11ed-b542-0242ac1c0002
38,a6a9f9ca-74f5-11ed-b542-0242ac1c0002,552403751,a6c54c34-74f5-11ed-b542-0242ac1c0002
39,a6a9fad8-74f5-11ed-b542-0242ac1c0002,532727641,a6c54cde-74f5-11ed-b542-0242ac1c0002
40,a6a9fb8c-74f5-11ed-b542-0242ac1c0002,1127283670,a6c54d9c-74f5-11ed-b542-0242ac1c0002
41,a6a9fc68-74f5-11ed-b542-0242ac1c0002,375340139,a6c54e46-74f5-11ed-b542-0242ac1c0002
42,a6a9fd26-74f5-11ed-b542-0242ac1c0002,1734157286,a6c54ef0-74f5-11ed-b542-0242ac1c0002
43,a6a9fdda-74f5-11ed-b542-0242ac1c0002,173340994,a6c54f9a-74f5-11ed-b542-0242ac1c0002
44,a6a9fe8e-74f5-11ed-b542-0242ac1c0002,2099211766,a6c5503a-74f5-11ed-b542-0242ac1c0002
45,a6a9ff42-74f5-11ed-b542-0242ac1c0002,1339928197,a6c550ee-74f5-11ed-b542-0242ac1c0002
46,a6a9ffec-74f5-11ed-b542-0242ac1c0002,1879846217,a6c551a2-74f5-11ed-b542-0242ac1c0002
47,a6aa00f0-74f5-11ed-b542-0242ac1c0002,375082968,a6c55260-74f5-11ed-b542-0242ac1c0002
48,a6aa01a4-74f5-11ed-b542-0242ac1c0002,599102897,a6c5530a-74f5-11ed-b542-0242ac1c0002
49,a6aa0258-74f5-11ed-b542-0242ac1c0002,1871098036,a6c553c8-74f5-11ed-b542-0242ac1c0002
50,a6aa0302-74f5-11ed-b542-0242ac1c0002,1546816998,a6c55486-74f5-11ed-b542-0242ac1c0002
51,a6aa03ac-74f5-11ed-b542-0242ac1c0002,314922776,a6c5553a-74f5-11ed-b542-0242ac1c0002
52,a6aa0456-74f5-11ed-b542-0242ac1c0002,1635644071,a6c555e4-74f5-11ed-b542-0242ac1c0002
53,a6aa050a-74f5-11ed-b542-0242ac1c0002,870671462,a6c59360-74f5-11ed-b542-0242ac1c0002
54,a6aa05b4-74f5-11ed-b542-0242ac1c0002,205022837,a6c59464-74f5-11ed-b542-0242ac1c0002
55,a6aa0672-74f5-11ed-b542-0242ac1c0002,838688645,a6c59540-74f5-11ed-b542-0242ac1c0002
56,a6aa071c-74f5-11ed-b542-0242ac1c0002,2371651147,a6c595f4-74f5-11ed-b542-0242ac1c0002
57,a6aa07c6-74f5-11ed-b542-0242ac1c0002,217462126,a6c596b2-74f5-11ed-b542-0242ac1c0002
58,a6aa0898-74f5-11ed-b542-0242ac1c0002,1732717651,a6c5987e-74f5-11ed-b542-0242ac1c0002
59,a6aa0956-74f5-11ed-b542-0242ac1c0002,2421757042,a6c59950-74f5-11ed-b542-0242ac1c0002
60,a6aa0a0a-74f5-11ed-b542-0242ac1c0002,995963601,a6c59a0e-74f5-11ed-b542-0242ac1c0002
61,a6aa0abe-74f5-11ed-b542-0242ac1c0002,1726981920,a6c59ac2-74f5-11ed-b542-0242ac1c0002
62,a6aa0b72-74f5-11ed-b542-0242ac1c0002,1373592646,a6c59b80-74f5-11ed-b542-0242ac1c0002
63,a6aa0ce4-74f5-11ed-b542-0242ac1c0002,1237969951,a6c59c2a-74f5-11ed-b542-0242ac1c0002
64,a6aa0dfc-74f5-11ed-b542-0242ac1c0002,970271692,a6c59cd4-74f5-11ed-b542-0242ac1c0002
65,a6aa0ea6-74f5-11ed-b542-0242ac1c0002,2330384237,a6c59d88-74f5-11ed-b542-0242ac1c0002
66,a6aa0f46-74f5-11ed-b542-0242ac1c0002,1754939756,a6c59e3c-74f5-11ed-b542-0242ac1c0002
67,a6aa0fe6-74f5-11ed-b542-0242ac1c0002,2262921801,a6c59ef0-74f5-11ed-b542-0242ac1c0002
68,a6aa1086-74f5-11ed-b542-0242ac1c0002,240599345,a6c59fa4-74f5-11ed-b542-0242ac1c0002
69,a6aa1126-74f5-11ed-b542-0242ac1c0002,1260658455,a6c5a058-74f5-11ed-b542-0242ac1c0002
70,a6aa11c6-74f5-11ed-b542-0242ac1c0002,1659201325,a6c5a116-74f5-11ed-b542-0242ac1c0002
71,a6aa1266-74f5-11ed-b542-0242ac1c0002,2419336383,a6c5a1c0-74f5-11ed-b542-0242ac1c0002
72,a6aa1306-74f5-11ed-b542-0242ac1c0002,149392320,a6c5a27e-74f5-11ed-b542-0242ac1c0002
73,a6aa13c4-74f5-11ed-b542-0242ac1c0002,1627174136,a6c5a33c-74f5-11ed-b542-0242ac1c0002
74,a6aa146e-74f5-11ed-b542-0242ac1c0002,1714584407,a6c5a3f0-74f5-11ed-b542-0242ac1c0002
75,a6aa150e-74f5-11ed-b542-0242ac1c0002,2141992756,a6c5a4a4-74f5-11ed-b542-0242ac1c0002
76,a6aa15b8-74f5-11ed-b542-0242ac1c0002,1812943785,a6c5a54e-74f5-11ed-b542-0242ac1c0002
77,a6aa1694-74f5-11ed-b542-0242ac1c0002,932581262,a6c5a602-74f5-11ed-b542-0242ac1c0002
78,a6aa1734-74f5-11ed-b542-0242ac1c0002,1412271062,a6c5a6b6-74f5-11ed-b542-0242ac1c0002
79,a6aa17d4-74f5-11ed-b542-0242ac1c0002,1250345670,a6c5a774-74f5-11ed-b542-0242ac1c0002
80,a6aa1874-74f5-11ed-b542-0242ac1c0002,2155731015,a6c5a832-74f5-11ed-b542-0242ac1c0002
81,a6aa1964-74f5-11ed-b542-0242ac1c0002,1654271616,a6c5a8f0-74f5-11ed-b542-0242ac1c0002
82,a6aa1a18-74f5-11ed-b542-0242ac1c0002,1645256824,a6c5a99a-74f5-11ed-b542-0242ac1c0002
83,a6aa1ab8-74f5-11ed-b542-0242ac1c0002,2032639375,a6c5aa4e-74f5-11ed-b542-0242ac1c0002
84,a6aa1b58-74f5-11ed-b542-0242ac1c0002,217646895,a6c5ab02-74f5-11ed-b542-0242ac1c0002
85,a6aa1bf8-74f5-11ed-b542-0242ac1c0002,1469417993,a6c5abb6-74f5-11ed-b542-0242ac1c0002
86,a6aa1c98-74f5-11ed-b542-0242ac1c0002,1497934255,a6c5acba-74f5-11ed-b542-0242ac1c0002
87,a6aa1d92-74f5-11ed-b542-0242ac1c0002,1783987756,a6c5ad78-74f5-11ed-b542-0242ac1c0002
88,a6aa1e64-74f5-11ed-b542-0242ac1c0002,910398736,a6c5ae2c-74f5-11ed-b542-0242ac1c0002
89,a6aa1f36-74f5-11ed-b542-0242ac1c0002,1301698459,a6c5aef4-74f5-11ed-b542-0242ac1c0002
90,a6aa2080-74f5-11ed-b542-0242ac1c0002,2180606862,a6c5afa8-74f5-11ed-b542-0242ac1c0002
91,a6aa2134-74f5-11ed-b542-0242ac1c0002,230023827,a6c5b052-74f5-11ed-b542-0242ac1c0002
92,a6aa2224-74f5-11ed-b542-0242ac1c0002,1546141704,a6c5b106-74f5-11ed-b542-0242ac1c0002
93,a6aa22ce-74f5-11ed-b542-0242ac1c0002,1166130447,a6c5b1ba-74f5-11ed-b542-0242ac1c0002
94,a6aa2382-74f5-11ed-b542-0242ac1c0002,1498675294,a6c5b278-74f5-11ed-b542-0242ac1c0002
95,a6aa2436-74f5-11ed-b542-0242ac1c0002,585422479,a6c5b32c-74f5-11ed-b542-0242ac1c0002
96,a6aa24e0-74f5-11ed-b542-0242ac1c0002,1511219113,a6c5b3e0-74f5-11ed-b542-0242ac1c0002
97,a6aa2576-74f5-11ed-b542-0242ac1c0002,264267032,a6c5b494-74f5-11ed-b542-0242ac1c0002
98,a6aa2670-74f5-11ed-b542-0242ac1c0002,1935493465,a6c5b548-74f5-11ed-b542-0242ac1c0002
99,a6aa272e-74f5-11ed-b542-0242ac1c0002,750795809,a6c5b5fc-74f5-11ed-b542-0242ac1c0002
100,a6aa2800-74f5-11ed-b542-0242ac1c0002,1733586657,a6c5b6b0-74f5-11ed-b542-0242ac1c0002
101,a6aa2896-74f5-11ed-b542-0242ac1c0002,2329587844,a6c5b764-74f5-11ed-b542-0242ac1c0002
102,a6aa2936-74f5-11ed-b542-0242ac1c0002,1209983685,a6c5b818-74f5-11ed-b542-0242ac1c0002
103,a6aa29cc-74f5-11ed-b542-0242ac1c0002,1740335900,a6c5b8cc-74f5-11ed-b542-0242ac1c0002
104,a6aa2a94-74f5-11ed-b542-0242ac1c0002,1929705532,a6c5b994-74f5-11ed-b542-0242ac1c0002
105,a6aa2b48-74f5-11ed-b542-0242ac1c0002,1818020573,a6c5ba52-74f5-11ed-b542-0242ac1c0002
106,a6aa2bf2-74f5-11ed-b542-0242ac1c0002,1420404235,a6c5bb06-74f5-11ed-b542-0242ac1c0002
107,a6aa2cba-74f5-11ed-b542-0242ac1c0002,2371914287,a6c5bbc4-74f5-11ed-b542-0242ac1c0002
108,a6aa2d6e-74f5-11ed-b542-0242ac1c0002,376342693,a6c5bc82-74f5-11ed-b542-0242ac1c0002
109,a6aa2e22-74f5-11ed-b542-0242ac1c0002,580193931,a6c5bd40-74f5-11ed-b542-0242ac1c0002
110,a6aa2eb8-74f5-11ed-b542-0242ac1c0002,1663012883,a6c5bfde-74f5-11ed-b542-0242ac1c0002
111,a6aa2f58-74f5-11ed-b542-0242ac1c0002,2158506470,a6c5c0c4-74f5-11ed-b542-0242ac1c0002
112,a6aa3002-74f5-11ed-b542-0242ac1c0002,169386591,a6c5c182-74f5-11ed-b542-0242ac1c0002
113,a6aa3098-74f5-11ed-b542-0242ac1c0002,2055595722,a6c5c22c-74f5-11ed-b542-0242ac1c0002
114,a6aa3142-74f5-11ed-b542-0242ac1c0002,1781575329,a6c5c2e0-74f5-11ed-b542-0242ac1c0002
115,a6aa3228-74f5-11ed-b542-0242ac1c0002,1332258925,a6c5c394-74f5-11ed-b542-0242ac1c0002
116,a6aa32dc-74f5-11ed-b542-0242ac1c0002,1342316757,a6c5c43e-74f5-11ed-b542-0242ac1c0002
117,a6aa337c-74f5-11ed-b542-0242ac1c0002,1526056075,a6c5c4f2-74f5-11ed-b542-0242ac1c0002
118,a6aa341c-74f5-11ed-b542-0242ac1c0002,1641729606,a6c5c5b0-74f5-11ed-b542-0242ac1c0002
119,a6aa34bc-74f5-11ed-b542-0242ac1c0002,1731716939,a6c5c664-74f5-11ed-b542-0242ac1c0002
120,a6aa3566-74f5-11ed-b542-0242ac1c0002,838892248,a6c5c70e-74f5-11ed-b542-0242ac1c0002
121,a6aa3606-74f5-11ed-b542-0242ac1c0002,784333248,a6c5c7b8-74f5-11ed-b542-0242ac1c0002
122,a6aa36b0-74f5-11ed-b542-0242ac1c0002,1629351197,a6c5c86c-74f5-11ed-b542-0242ac1c0002
123,a6aa3764-74f5-11ed-b542-0242ac1c0002,2186134957,a6c5c916-74f5-11ed-b542-0242ac1c0002
124,a6aa3818-74f5-11ed-b542-0242ac1c0002,261021289,a6c5c9ca-74f5-11ed-b542-0242ac1c0002
125,a6aa38cc-74f5-11ed-b542-0242ac1c0002,1928507054,a6c5ca88-74f5-11ed-b542-0242ac1c0002
126,a6aa3976-74f5-11ed-b542-0242ac1c0002,110358382,a6c5cb3c-74f5-11ed-b542-0242ac1c0002
127,a6aa3a48-74f5-11ed-b542-0242ac1c0002,1507017947,a6c5cbfa-74f5-11ed-b542-0242ac1c0002
128,a6aa3af2-74f5-11ed-b542-0242ac1c0002,1140075713,a6c5ccae-74f5-11ed-b542-0242ac1c0002
129,a6aa3b92-74f5-11ed-b542-0242ac1c0002,1375593560,a6c5cd62-74f5-11ed-b542-0242ac1c0002
130,a6aa3c32-74f5-11ed-b542-0242ac1c0002,1437616191,a6c5ce0c-74f5-11ed-b542-0242ac1c0002
131,a6aa3cdc-74f5-11ed-b542-0242ac1c0002,356750110,a6c5ceca-74f5-11ed-b542-0242ac1c0002
132,a6aa3dc2-74f5-11ed-b542-0242ac1c0002,2265559113,a6c5cf74-74f5-11ed-b542-0242ac1c0002
133,a6aa3e6c-74f5-11ed-b542-0242ac1c0002,1536627805,a6c5d028-74f5-11ed-b542-0242ac1c0002
134,a6aa3f16-74f5-11ed-b542-0242ac1c0002,2409171178,a6c5d0dc-74f5-11ed-b542-0242ac1c0002
135,a6aa3fb6-74f5-11ed-b542-0242ac1c0002,607917865,a6c5d190-74f5-11ed-b542-0242ac1c0002
136,a6aa4056-74f5-11ed-b542-0242ac1c0002,378913425,a6c5d244-74f5-11ed-b542-0242ac1c0002
137,a6aa4100-74f5-11ed-b542-0242ac1c0002,584048706,a6c5d2f8-74f5-11ed-b542-0242ac1c0002
138,a6aa41aa-74f5-11ed-b542-0242ac1c0002,1033582703,a6c5d406-74f5-11ed-b542-0242ac1c0002
139,a6aa4254-74f5-11ed-b542-0242ac1c0002,1721608752,a6c5d4b0-74f5-11ed-b542-0242ac1c0002
140,a6aa42f4-74f5-11ed-b542-0242ac1c0002,952241694,a6c5d564-74f5-11ed-b542-0242ac1c0002
141,a6aa4394-74f5-11ed-b542-0242ac1c0002,1029146000,a6c5d618-74f5-11ed-b542-0242ac1c0002
142,a6aa4470-74f5-11ed-b542-0242ac1c0002,1839148184,a6c5d6cc-74f5-11ed-b542-0242ac1c0002
143,a6aa451a-74f5-11ed-b542-0242ac1c0002,1835541172,a6c5d794-74f5-11ed-b542-0242ac1c0002
144,a6aa45ce-74f5-11ed-b542-0242ac1c0002,584890937,a6c5d848-74f5-11ed-b542-0242ac1c0002
145,a6aa4678-74f5-11ed-b542-0242ac1c0002,1163015550,a6c5d8f2-74f5-11ed-b542-0242ac1c0002
146,a6aa4830-74f5-11ed-b542-0242ac1c0002,2125718209,a6c5d99c-74f5-11ed-b542-0242ac1c0002
147,a6aa4966-74f5-11ed-b542-0242ac1c0002,951527676,a6c5da46-74f5-11ed-b542-0242ac1c0002
148,a6aa4a24-74f5-11ed-b542-0242ac1c0002,1177228940,a6c5daf0-74f5-11ed-b542-0242ac1c0002
149,a6aa4b5a-74f5-11ed-b542-0242ac1c0002,1034125890,a6c5db9a-74f5-11ed-b542-0242ac1c0002
150,a6aa4c18-74f5-11ed-b542-0242ac1c0002,1037596627,a6c5dc44-74f5-11ed-b542-0242ac1c0002
151,a6aa4ccc-74f5-11ed-b542-0242ac1c0002,214377918,a6c5dcda-74f5-11ed-b542-0242ac1c0002
152,a6aa4d80-74f5-11ed-b542-0242ac1c0002,1881840598,a6c5dd7a-74f5-11ed-b542-0242ac1c0002
153,a6aa4e34-74f5-11ed-b542-0242ac1c0002,2106998787,a6c5de24-74f5-11ed-b542-0242ac1c0002
154,a6aa4ee8-74f5-11ed-b542-0242ac1c0002,1763544355,a6c5dece-74f5-11ed-b542-0242ac1c0002
155,a6aa4fa6-74f5-11ed-b542-0242ac1c0002,2409692727,a6c5e072-74f5-11ed-b542-0242ac1c0002
156,a6aa505a-74f5-11ed-b542-0242ac1c0002,1275198506,a6c5e126-74f5-11ed-b542-0242ac1c0002
157,a6aa510e-74f5-11ed-b542-0242ac1c0002,1167080312,a6c5e1da-74f5-11ed-b542-0242ac1c0002
158,a6aa51cc-74f5-11ed-b542-0242ac1c0002,294297794,a6c5e284-74f5-11ed-b542-0242ac1c0002
159,a6aa5280-74f5-11ed-b542-0242ac1c0002,2390406519,a6c5e342-74f5-11ed-b542-0242ac1c0002
160,a6aa5334-74f5-11ed-b542-0242ac1c0002,1065328550,a6c5e3ec-74f5-11ed-b542-0242ac1c0002
161,a6aa53de-74f5-11ed-b542-0242ac1c0002,397375919,a6c5e4a0-74f5-11ed-b542-0242ac1c0002
162,a6aa5488-74f5-11ed-b542-0242ac1c0002,2284206700,a6c5e5d6-74f5-11ed-b542-0242ac1c0002
163,a6aa551e-74f5-11ed-b542-0242ac1c0002,1205359807,a6c5e69e-74f5-11ed-b542-0242ac1c0002
164,a6aa55b4-74f5-11ed-b542-0242ac1c0002,218956827,a6c5e752-74f5-11ed-b542-0242ac1c0002
165,a6aa5654-74f5-11ed-b542-0242ac1c0002,2182781884,a6c5e806-74f5-11ed-b542-0242ac1c0002
166,a6aa573a-74f5-11ed-b542-0242ac1c0002,1811473310,a6c5e8a6-74f5-11ed-b542-0242ac1c0002
167,a6aa5802-74f5-11ed-b542-0242ac1c0002,1613059654,a6c5e964-74f5-11ed-b542-0242ac1c0002
168,a6aa58a2-74f5-11ed-b542-0242ac1c0002,1145970076,a6c5ea18-74f5-11ed-b542-0242ac1c0002
169,a6aa5942-74f5-11ed-b542-0242ac1c0002,2060312283,a6c5eac2-74f5-11ed-b542-0242ac1c0002
170,a6aa59d8-74f5-11ed-b542-0242ac1c0002,386120561,a6c5eb76-74f5-11ed-b542-0242ac1c0002
171,a6aa5a78-74f5-11ed-b542-0242ac1c0002,1965266803,a6c5ec34-74f5-11ed-b542-0242ac1c0002
172,a6aa5b0e-74f5-11ed-b542-0242ac1c0002,1183139841,a6c5ece8-74f5-11ed-b542-0242ac1c0002
173,a6aa5bb8-74f5-11ed-b542-0242ac1c0002,498450377,a6c5ed92-74f5-11ed-b542-0242ac1c0002
174,a6aa5c6c-74f5-11ed-b542-0242ac1c0002,1333366936,a6c5ee50-74f5-11ed-b542-0242ac1c0002
175,a6aa5d0c-74f5-11ed-b542-0242ac1c0002,859798897,a6c5eefa-74f5-11ed-b542-0242ac1c0002
176,a6aa5da2-74f5-11ed-b542-0242ac1c0002,974800146,a6c5efa4-74f5-11ed-b542-0242ac1c0002
177,a6aa5e7e-74f5-11ed-b542-0242ac1c0002,1036392117,a6c5f058-74f5-11ed-b542-0242ac1c0002
178,a6aa5f28-74f5-11ed-b542-0242ac1c0002,924218618,a6c5f102-74f5-11ed-b542-0242ac1c0002
179,a6aa5fd2-74f5-11ed-b542-0242ac1c0002,1257344295,a6c5f22e-74f5-11ed-b542-0242ac1c0002
180,a6aa6086-74f5-11ed-b542-0242ac1c0002,2017187332,a6c5f2e2-74f5-11ed-b542-0242ac1c0002
181,a6aa6130-74f5-11ed-b542-0242ac1c0002,1825309679,a6c5f396-74f5-11ed-b542-0242ac1c0002
182,a6aa61e4-74f5-11ed-b542-0242ac1c0002,2124210321,a6c5f44a-74f5-11ed-b542-0242ac1c0002
183,a6aa62ca-74f5-11ed-b542-0242ac1c0002,201561561,a6c5f512-74f5-11ed-b542-0242ac1c0002
184,a6aa639c-74f5-11ed-b542-0242ac1c0002,1690790368,a6c5f5c6-74f5-11ed-b542-0242ac1c0002
185,a6aa6446-74f5-11ed-b542-0242ac1c0002,2060649068,a6c5f67a-74f5-11ed-b542-0242ac1c0002
186,a6aa64f0-74f5-11ed-b542-0242ac1c0002,1484389560,a6c5f72e-74f5-11ed-b542-0242ac1c0002
187,a6aa659a-74f5-11ed-b542-0242ac1c0002,210638802,a6c5f7e2-74f5-11ed-b542-0242ac1c0002
188,a6aa6630-74f5-11ed-b542-0242ac1c0002,2435366730,a6c5f896-74f5-11ed-b542-0242ac1c0002
189,a6aa66da-74f5-11ed-b542-0242ac1c0002,470032995,a6c5f94a-74f5-11ed-b542-0242ac1c0002
190,a6aa677a-74f5-11ed-b542-0242ac1c0002,1622125574,a6c5f9f4-74f5-11ed-b542-0242ac1c0002
191,a6aa6824-74f5-11ed-b542-0242ac1c0002,2302569512,a6c5fb02-74f5-11ed-b542-0242ac1c0002
192,a6aa68ce-74f5-11ed-b542-0242ac1c0002,1517548163,a6c5fbc0-74f5-11ed-b542-0242ac1c0002
193,a6aa6978-74f5-11ed-b542-0242ac1c0002,2119150224,a6c5fc74-74f5-11ed-b542-0242ac1c0002
194,a6aa6a22-74f5-11ed-b542-0242ac1c0002,782991093,a6c5fd1e-74f5-11ed-b542-0242ac1c0002
195,a6aa6ad6-74f5-11ed-b542-0242ac1c0002,288988635,a6c5fddc-74f5-11ed-b542-0242ac1c0002
196,a6aa6b80-74f5-11ed-b542-0242ac1c0002,1268504933,a6c5fe90-74f5-11ed-b542-0242ac1c0002
197,a6aa6c34-74f5-11ed-b542-0242ac1c0002,2034831770,a6c5ff3a-74f5-11ed-b542-0242ac1c0002
198,a6aa6cd4-74f5-11ed-b542-0242ac1c0002,1278068469,a6c5fff8-74f5-11ed-b542-0242ac1c0002
199,a6aa6d88-74f5-11ed-b542-0242ac1c0002,720282879,a6c600ac-74f5-11ed-b542-0242ac1c0002
200,a6aa7a58-74f5-11ed-b542-0242ac1c0002,599429767,a6c6016a-74f5-11ed-b542-0242ac1c0002
201,a6aa7b7a-74f5-11ed-b542-0242ac1c0002,261750546,a6c60228-74f5-11ed-b542-0242ac1c0002
202,a6aa7ce2-74f5-11ed-b542-0242ac1c0002,1452871399,a6c602e6-74f5-11ed-b542-0242ac1c0002
203,a6aa7d82-74f5-11ed-b542-0242ac1c0002,2084103264,a6c60390-74f5-11ed-b542-0242ac1c0002
204,a6aa7e22-74f5-11ed-b542-0242ac1c0002,485739818,a6c60444-74f5-11ed-b542-0242ac1c0002
205,a6aa7ed6-74f5-11ed-b542-0242ac1c0002,175092156,a6c60502-74f5-11ed-b542-0242ac1c0002
206,a6aa7f8a-74f5-11ed-b542-0242ac1c0002,101900374,a6c605b6-74f5-11ed-b542-0242ac1c0002
207,a6aa803e-74f5-11ed-b542-0242ac1c0002,952747921,a6c60674-74f5-11ed-b542-0242ac1c0002
208,a6aa80de-74f5-11ed-b542-0242ac1c0002,1562735828,a6c6071e-74f5-11ed-b542-0242ac1c0002
209,a6aa8174-74f5-11ed-b542-0242ac1c0002,1287094345,a6c607dc-74f5-11ed-b542-0242ac1c0002
210,a6aa8214-74f5-11ed-b542-0242ac1c0002,366866753,a6c60886-74f5-11ed-b542-0242ac1c0002
211,a6aa82b4-74f5-11ed-b542-0242ac1c0002,164415244,a6c6093a-74f5-11ed-b542-0242ac1c0002
212,a6aa835e-74f5-11ed-b542-0242ac1c0002,300902227,a6c609ee-74f5-11ed-b542-0242ac1c0002
213,a6aa8408-74f5-11ed-b542-0242ac1c0002,1556117446,a6c60aac-74f5-11ed-b542-0242ac1c0002
214,a6aa84b2-74f5-11ed-b542-0242ac1c0002,2272973214,a6c60b60-74f5-11ed-b542-0242ac1c0002
215,a6aa89d0-74f5-11ed-b542-0242ac1c0002,1015543735,a6c60caa-74f5-11ed-b542-0242ac1c0002
216,a6aa8af2-74f5-11ed-b542-0242ac1c0002,2049142560,a6c6361c-74f5-11ed-b542-0242ac1c0002
217,a6aa8ba6-74f5-11ed-b542-0242ac1c0002,2025649742,a6c6386a-74f5-11ed-b542-0242ac1c0002
218,a6aa8c64-74f5-11ed-b542-0242ac1c0002,888267023,a6c63946-74f5-11ed-b542-0242ac1c0002
219,a6aa8d18-74f5-11ed-b542-0242ac1c0002,536842871,a6c639fa-74f5-11ed-b542-0242ac1c0002
220,a6aa8dcc-74f5-11ed-b542-0242ac1c0002,1793759230,a6c63ab8-74f5-11ed-b542-0242ac1c0002
221,a6aa8e6c-74f5-11ed-b542-0242ac1c0002,2216837380,a6c63b58-74f5-11ed-b542-0242ac1c0002
222,a6aa8f16-74f5-11ed-b542-0242ac1c0002,2103067974,a6c63cde-74f5-11ed-b542-0242ac1c0002
223,a6aa8fd4-74f5-11ed-b542-0242ac1c0002,863516158,a6c63d9c-74f5-11ed-b542-0242ac1c0002
224,a6aa907e-74f5-11ed-b542-0242ac1c0002,1338390230,a6c63e50-74f5-11ed-b542-0242ac1c0002
